"GroupName"#"EmailAddresses"
"IISSMNotification_MerchandisingPieces"#"IISSMNotification_MerchandisingPieces@mybestseller.mail.onmicrosoft.com;IISSMNotification_MerchandisingPieces@bestseller.com"
"storereport_d365_P003"#"storereport_d365_P003@mybestseller.mail.onmicrosoft.com;storereport_d365_P003@bestseller.com"
"VMDDRSTORES - IRELAND"#"VMDDRSTORES-IRELAND@mybestseller.mail.onmicrosoft.com;VMDDRSTORES-IRELAND@bestseller.com"
"Finance India"#"FinanceIndia@mybestseller.mail.onmicrosoft.com;FinanceIndia@bestseller.com"
"JJ CBO - SMUs"#"JJCBOSMUs@mybestseller.mail.onmicrosoft.com;JJCBOSMUs@bestseller.com"
"ONLY & SONS Distribution Responsible"#"OnlyAndSonsDistributionResponsible@mybestseller.mail.onmicrosoft.com;OnlyAndSonsDistributionResponsible@bestseller.com"
"VMR DE Reinboth"#"VMRDEReinboth@mybestseller.mail.onmicrosoft.com;VMRDEReinboth@bestseller.com"
"testgroupSplit_gagan"#"testgroupSplit_gagan@mybestseller.mail.onmicrosoft.com;testgroupSplit_gagan@bestseller.com"
"VILA Holland Wholesale"#"VILAHollandWholesale@mybestseller.mail.onmicrosoft.com;VILAHollandWholesale@bestseller.com"
"SONS_FRANCE"#"SONS_FRANCE@mybestseller.mail.onmicrosoft.com;SONS_FRANCE@bestseller.com"
"VILART"#"VILART@mybestseller.mail.onmicrosoft.com;VILART@bestseller.com"
"ONLY B&M Division Managers"#"ONLYBMDivisionManagers@mybestseller.mail.onmicrosoft.com;ONLYBMDivisionManagers@bestseller.com;ONLYWHSDivisionManagers@bestseller.com;ONLYWHSDivisionManagers@mybestseller.mail.onmicrosoft.com"
"Sweden customer list - Johanna"#"SwedenCustomerListJohanna@mybestseller.mail.onmicrosoft.com;SwedenCustomerListJohanna@bestseller.com"
"VMR LU BRE"#"VMRLUBRE@mybestseller.mail.onmicrosoft.com;VMRLUBRE@bestseller.com"
"Selectedb2cfk"#"Selectedb2cfk@mybestseller.mail.onmicrosoft.com;Selectedb2cfk@bestseller.com"
"NOISY MAY SPAIN TEAM"#"NOISYMAYSPAINTEAM@mybestseller.mail.onmicrosoft.com;NOISYMAYSPAINTEAM@bestseller.com"
"DSS-NMY-NOOS"#"DSSNMYNOOS@mybestseller.mail.onmicrosoft.com;DSSNMYNOOS@bestseller.com"
"nykaakulanajj"#"nykaakulanajj@mybestseller.mail.onmicrosoft.com;nykaakulanajj@bestseller.com"
"IISSMNotification_EmailAccountCreated_OutfittersNation"#"IISSMNotification_EmailAccountCreated_OutfittersNation@mybestseller.mail.onmicrosoft.com;IISSMNotification_EmailAccountCreated_OutfittersNation@bestseller.com"
"CMRTransittransport"#"CMRTransittransport_bestseller.com@mybestseller.mail.onmicrosoft.com;CMRTransittransport_bestseller.com@bestseller.com;CMRTransittransportbestseller.com@bestseller.com;CMRTransittransport@bestseller.com"
"VMR Partners - Sweden"#"VMRPartners-Sweden@mybestseller.mail.onmicrosoft.com;VMRPartners-Sweden@bestseller.com"
"JJ Own Stores UK"#"jj_own_stores_uk@bestseller.com;JJOwnStoresUK@bestseller.com"
"Junarose_design"#"junarosedesign@mybestseller.mail.onmicrosoft.com;junarosedesign@bestseller.com"
"VILA BSR SHOPS SV"#"VILABSRSHOPSSV@mybestseller.mail.onmicrosoft.com;VILABSRSHOPSSV@bestseller.com"
"MDMDepartment"#"MDMDepartment@mybestseller.mail.onmicrosoft.com;MDMDepartment@bestseller.com"
"Sweden customer list – Liza"#"SwedenCustomerListLiza@mybestseller.mail.onmicrosoft.com;SwedenCustomerListLiza@bestseller.com"
"VMR FO Nybo"#"VMRFONybo@mybestseller.mail.onmicrosoft.com;VMRFONybo@bestseller.com"
"JJ India"#"JJIndia@mybestseller.mail.onmicrosoft.com;JJIndia@bestseller.com"
"VMR NO BS"#"VMRNOBS@mybestseller.mail.onmicrosoft.com;VMRNOBS@bestseller.com"
"VM Denim"#"VMDenim@mybestseller.mail.onmicrosoft.com;VMDenim@bestseller.com"
"PIECES SPAIN TEAM"#"PIECESSPAINTEAM@mybestseller.mail.onmicrosoft.com;PIECESSPAINTEAM@bestseller.com"
"SalesTeamAccessories"#"SalesTeamAccessories@mybestseller.mail.onmicrosoft.com;SalesTeamAccessories@bestseller.com"
"IISSMNotification_OpeningDateChangedJackJones"#"IISSMNotification_OpeningDateChangedJackJones@mybestseller.mail.onmicrosoft.com;IISSMNotification_OpeningDateChangedJackJones@bestseller.com"
"CMRDHL"#"CMRDHL_bestseller.com@mybestseller.mail.onmicrosoft.com;CMRDHL_bestseller.com@bestseller.com;CMRDHLbestseller.com@bestseller.com"
"PIECES3D"#"PIECES3D@mybestseller.mail.onmicrosoft.com;PIECES3D@bestseller.com"
"JJ Own Stores Italy"#"jj_own_stores_italy@bestseller.com;JJOwnStoresItaly@bestseller.com"
"Sweden team leaders"#"Swedenteamleaders@mybestseller.mail.onmicrosoft.com;Swedenteamleaders@bestseller.com"
"BSR VM Shops Germany"#"BSRVMShopsGermany@mybestseller.mail.onmicrosoft.com;BSRVMShopsGermany@bestseller.com"
"VMR NO Michalsen"#"VMRNOMichalsen@mybestseller.mail.onmicrosoft.com;VMRNOMichalsen@bestseller.com"
"jj_sweden_niclas_stores"#"jj_sweden_niclas_stores@mybestseller.mail.onmicrosoft.com;jj_sweden_niclas_stores@bestseller.com"
"DigitalB2B"#"DigitalB2B@mybestseller.mail.onmicrosoft.com;DigitalB2B@bestseller.com"
"Bestseller China QA"#"BestsellerChinaQA@mybestseller.mail.onmicrosoft.com;BestsellerChinaQA@bestseller.com"
"UK Store Managers"#"UKStoreManagers@mybestseller.mail.onmicrosoft.com;UKStoreManagers@bestseller.com"
"THIS IS A TEST"#"THISISATEST@mybestseller.mail.onmicrosoft.com;THISISATEST@bestseller.com"
"VMR NL Veraa"#"VMRNLVeraa@mybestseller.mail.onmicrosoft.com;VMRNLVeraa@bestseller.com"
"VM Pants"#"VMPants@mybestseller.mail.onmicrosoft.com;VMPants@bestseller.com"
"FinlandStockDistribution"#"FinlandStockDistribution@mybestseller.mail.onmicrosoft.com;FinlandStockDistribution@bestseller.com"
"PIECES YAS MARKETING"#"PIECESYASMARKETING@mybestseller.mail.onmicrosoft.com;PIECESYASMARKETING@bestseller.com"
"ONLY & SONS Denim/Pants"#"OnlySonsDenim@mybestseller.mail.onmicrosoft.com;OnlySonsDenim@bestseller.com"
"ECI CORPORATIVO"#"ECICORPORATIVO@mybestseller.mail.onmicrosoft.com;ECICORPORATIVO@bestseller.com"
"West Region Managers"#"westregionmanagers@mybestseller.mail.onmicrosoft.com;westregionmanagers@bestseller.com"
"Name It Shops BRA Austria"#"NameItShopsBRAAustria@mybestseller.mail.onmicrosoft.com;NameItShopsBRAAustria@bestseller.com"
"JJ Own Stores Switzerland Retail Operation Manager"#"JJOwnStoresSwitzerlandRetailOperationManager@mybestseller.mail.onmicrosoft.com;JJOwnStoresSwitzerlandRetailOperationManager@bestseller.com"
"nykaakulanavm"#"nykaakulanavm@mybestseller.mail.onmicrosoft.com;nykaakulanavm@bestseller.com"
"IISSMNotification_MerchandisingJackJones"#"IISSMNotification_MerchandisingJackJones@mybestseller.mail.onmicrosoft.com;IISSMNotification_MerchandisingJackJones@bestseller.com"
"IT invoicing Group"#"ITinvoicingGroup@mybestseller.mail.onmicrosoft.com;ITinvoicingGroup@bestseller.com"
"BS Studio Istanbul"#"BSStudioIstanbul@mybestseller.mail.onmicrosoft.com;BSStudioIstanbul@bestseller.com"
"Pieces Sales Responsible DK"#"PiecesSalesResponsibleDK@mybestseller.mail.onmicrosoft.com;PiecesSalesResponsibleDK@bestseller.com"
"JJ Own Stores Canada"#"jj_own_stores_canada@bestseller.com;JJOwnStoresCanada@bestseller.com"
"VMR SE Behrmann"#"VMRSEBehrmann@mybestseller.mail.onmicrosoft.com;VMRSEBehrmann@bestseller.com"
"VMTodaysPerformance"#"VMTodaysPerformance@mybestseller.mail.onmicrosoft.com;VMTodaysPerformance@bestseller.com"
"SONS_FRANCE_SHOPS"#"SONS_FRANCE_SHOPS@mybestseller.mail.onmicrosoft.com;SONS_FRANCE_SHOPS@bestseller.com"
"BSE Cloud Data"#"BSECloudData@mybestseller.mail.onmicrosoft.com;BSECloudData@bestseller.com"
"BESTSELLER Bangladesh ZALANDO"#"BESTSELLERBangladeshZALANDO@mybestseller.mail.onmicrosoft.com;BESTSELLERBangladeshZALANDO@bestseller.com"
"VMR CH BSR"#"VMRCHBSR@mybestseller.mail.onmicrosoft.com;VMRCHBSR@bestseller.com"
"ONLY PRODUCT DIVISION WEST"#"ONLYPRODUCTDIVISIONWEST@mybestseller.mail.onmicrosoft.com;ONLYPRODUCTDIVISIONWEST@bestseller.com"
"IISSMNotification_MerchandisingWeeklyReport_Pieces"#"IISSMNotification_MerchandisingWeeklyReport_Pieces@mybestseller.mail.onmicrosoft.com;IISSMNotification_MerchandisingWeeklyReport_Pieces@bestseller.com"
"Store Support - Nets Information"#"StoreSupport-NetsInformation@mybestseller.mail.onmicrosoft.com;StoreSupport-NetsInformation@bestseller.com"
"OS_NEWOPENINGS_ON_NL"#"OS_NEWOPENINGS_ON_NL@mybestseller.mail.onmicrosoft.com;OS_NEWOPENINGS_ON_NL@bestseller.com"
"stor merchplan kids pige"#"stormerchplankidspige@mybestseller.mail.onmicrosoft.com;stormerchplankidspige@bestseller.com"
"logistics_reporting"#"logistics_reporting@mybestseller.mail.onmicrosoft.com;logistics_reporting@bestseller.com"
"NIT Logility"#"NIT.Logility@mybestseller.mail.onmicrosoft.com;NIT.Logility@bestseller.com"
"VMR IE ROCK"#"VMRIEROCK@mybestseller.mail.onmicrosoft.com;VMRIEROCK@bestseller.com"
"EDI-Australia"#"EDIAustralia@mybestseller.mail.onmicrosoft.com;EDIAustralia@bestseller.com"
"Bestseller Turkey | MarketPlace - Vero Moda"#"tr.mp.vm@mybestseller.mail.onmicrosoft.com;tr.mp.vm@bestseller.com"
"Pieces Retail Sales"#"PiecesRetailSales@mybestseller.mail.onmicrosoft.com;PiecesRetailSales@bestseller.com"
"SELECTED CRM"#"SELECTEDCRM@mybestseller.mail.onmicrosoft.com;SELECTEDCRM@bestseller.com"
"VILA JANNEKE"#"VILAJANNKE@mybestseller.mail.onmicrosoft.com;VILAJANNKE@bestseller.com"
"VMR DK Laugesen"#"VMRDKLaugesen@mybestseller.mail.onmicrosoft.com;VMRDKLaugesen@bestseller.com"
"ONLY TEAM - BSBD"#"ONLYTEAMBSBD@mybestseller.mail.onmicrosoft.com;ONLYTEAMBSBD@bestseller.com"
"VM PA PEOPLE"#"VMPAPEOPLE@mybestseller.mail.onmicrosoft.com;VMPAPEOPLE@bestseller.com"
"VM.Ownretail.BRE"#"VM.Ownretail.BRE@mybestseller.mail.onmicrosoft.com;VM.Ownretail.BRE@bestseller.com"
"Jack & Jones PR responsibles"#"JackJonesPRresponsibles@mybestseller.mail.onmicrosoft.com;JackJonesPRresponsibles@bestseller.com"
"JJ CSM Region South"#"JJCSMRegionSouth@mybestseller.mail.onmicrosoft.com;JJCSMRegionSouth@bestseller.com"
"Vero Moda Social Media"#"socialmedia@veromoda.com;veromodasocialmedia@bestseller.com"
"IISSMNotification_MerchandisingVila"#"IISSMNotification_MerchandisingVila@mybestseller.mail.onmicrosoft.com;IISSMNotification_MerchandisingVila@bestseller.com"
"nameitOnTimePR"#"nameitOnTimePR@mybestseller.mail.onmicrosoft.com;nameitOnTimePR@bestseller.com"
"OS_NEWOPENINGS_ON_BE"#"OS_NEWOPENINGS_ON_BE@mybestseller.mail.onmicrosoft.com;OS_NEWOPENINGS_ON_BE@bestseller.com"
"Process-specialisterBST"#"ProcessspecialisterBST@mybestseller.mail.onmicrosoft.com;ProcessspecialisterBST@bestseller.com"
"OS_SWEDEN_SHOPS"#"OS_SWEDEN_SHOPS@mybestseller.mail.onmicrosoft.com;OS_SWEDEN_SHOPS@bestseller.com;BRE-OSONLYSHOPSSVERIGE@bestseller.com;BRE-OSONLYSHOPSSVERIGE@mybestseller.mail.onmicrosoft.com"
"VMR DE Faller"#"VMRDEFaller@mybestseller.mail.onmicrosoft.com;VMRDEFaller@bestseller.com"
"SEO_brand"#"SEO_brand@mybestseller.mail.onmicrosoft.com;SEO_brand@bestseller.com"
"BRE_FEMALE_MANAGER"#"BRE_FEMALE_MANAGER@mybestseller.mail.onmicrosoft.com;BRE_FEMALE_MANAGER@bestseller.com"
"UY-Logistica"#"UYLogistica@mybestseller.mail.onmicrosoft.com;UYLogistica@bestseller.com"
"jj_spain_ricardo_stores"#"jj_spain_ricardo_stores@mybestseller.mail.onmicrosoft.com;jj_spain_ricardo_stores@bestseller.com"
"PIECES_SPAIN"#"PIECES_SPAIN@mybestseller.mail.onmicrosoft.com;PIECES_SPAIN@bestseller.com"
"Training"#"Training@mybestseller.mail.onmicrosoft.com;training@bestseller.com"
"VMR FR BRF"#"VMRFRBRF@mybestseller.mail.onmicrosoft.com;VMRFRBRF@bestseller.com"
"VM.Germany.OwnRetail.Retail.Management"#"VMGermanyOwnRetailRetailManagement@mybestseller.mail.onmicrosoft.com;VMGermanyOwnRetailRetailManagement@bestseller.com;VMGermanyBSRRetailManagement@bestseller.com;VMGermanyBSRRetailManagement@mybestseller.mail.onmicrosoft.com"
"test mailgroup (DAN)"#"testmailgroupDAN@mybestseller.mail.onmicrosoft.com;testmailgroupDAN@bestseller.com"
"jackjones_leasereport"#"jackjones_leasereport@mybestseller.mail.onmicrosoft.com;jackjones_leasereport@bestseller.com"
"NOOSJJ"#"NOOSJJ@mybestseller.mail.onmicrosoft.com;NOOSJJ@bestseller.com"
"IISSMNotification_SendEmailforResponsiblePerson_JackJones"#"IISSMNotification_SendEmailforResponsiblePerson_JackJones@mybestseller.mail.onmicrosoft.com;IISSMNotification_SendEmailforResponsiblePerson_JackJones@bestseller.com"
"Core and Pants Studio"#"CoreandPantsStudio@mybestseller.mail.onmicrosoft.com;CoreandPantsStudio@bestseller.com"
"CMRSverige"#"CMRSverige_bestseller.com@mybestseller.mail.onmicrosoft.com;CMRSverige_bestseller.com@bestseller.com;CMRSverigebestseller.com@bestseller.com;CMRSverige@bestseller.com"
"Pieces Netherlands"#"PiecesNetherlands@mybestseller.mail.onmicrosoft.com;PiecesNetherlands@bestseller.com"
"OS_NEWOPENINGS_ON_DK"#"OS_NEWOPENINGS_ON_DK@mybestseller.mail.onmicrosoft.com;OS_NEWOPENINGS_ON_DK@bestseller.com"
"Facility mailbox"#"Facilitymailbox@mybestseller.mail.onmicrosoft.com;Facilitymailbox@bestseller.com"
"JiraSnowIntegration"#"JiraSnowIntegration@mybestseller.mail.onmicrosoft.com;JiraSnowIntegration@bestseller.com"
"OS_FINLAND_SHOPS"#"OS_FINLAND_SHOPS@mybestseller.mail.onmicrosoft.com;OS_FINLAND_SHOPS@bestseller.com;BRE-OSONLYSHOPSFINLAND@bestseller.com;BRE-OSONLYSHOPSFINLAND@mybestseller.mail.onmicrosoft.com"
"VMR NL Vogel"#"VMRNLVogel@mybestseller.mail.onmicrosoft.com;VMRNLVogel@bestseller.com"
"Bestseller Wholesale UK Sales"#"BestsellerWholesaleUKSales@mybestseller.mail.onmicrosoft.com;BestsellerWholesaleUKSales@bestseller.com"
"Internal SQL Admins"#"InternalSQLAdmins@mybestseller.mail.onmicrosoft.com;InternalSQLAdmins@bestseller.com"
"BSE-Business Intelligence"#"bse-businessintelligence@mybestseller.mail.onmicrosoft.com;bse-businessintelligence@bestseller.com"
"Kam Team"#"KAM@mybestseller.mail.onmicrosoft.com;KAM@bestseller.com"
"PREMIUM Marketing"#"PREMIUMMarketing@mybestseller.mail.onmicrosoft.com;PREMIUMMarketing@bestseller.com"
"UY-Finanzas"#"UYFinanzas@mybestseller.mail.onmicrosoft.com;UYFinanzas@bestseller.com"
"UB-BI"#"UB-BI@mybestseller.mail.onmicrosoft.com;UB-BI@bestseller.com"
"VMR DK Iversen"#"VMRDKIversen@mybestseller.mail.onmicrosoft.com;VMRDKIversen@bestseller.com"
"SELECTED Brand Identity"#"SELECTEDBrandIdentity@mybestseller.mail.onmicrosoft.com;SELECTEDBrandIdentity@bestseller.com"
"JJamazonomni"#"JJamazonomni@mybestseller.mail.onmicrosoft.com;JJamazonomni@bestseller.com"
"JJwholesalefr"#"JJwholesalefr@mybestseller.mail.onmicrosoft.com;JJwholesalefr@bestseller.com"
"Dropship USA"#"DropshipUSA@mybestseller.mail.onmicrosoft.com;DropshipUSA@bestseller.com"
"ShippingExport"#"ShippingExport@mybestseller.mail.onmicrosoft.com;ShippingExport@bestseller.com"
"Receptions - BS"#"Receptions-BS@mybestseller.mail.onmicrosoft.com;Receptions-BS@bestseller.com"
"BSR shop operation Germany"#"BSRshopoperationGermany@mybestseller.mail.onmicrosoft.com;BSRshopoperationGermany@bestseller.com"
"OS_NEWOPENINGS_ON_GE"#"OS_NEWOPENINGS_ON_GE@mybestseller.mail.onmicrosoft.com;OS_NEWOPENINGS_ON_GE@bestseller.com"
"OS_GERMANY"#"os_germany@mybestseller.mail.onmicrosoft.com;os_germany@bestseller.com"
"Member Selected"#"MemberSelected@mybestseller.mail.onmicrosoft.com;MemberSelected@bestseller.com;member@selected.com"
"Vero Moda Sales Team DE-CH Noos Assistant"#"VeroModaSalesTeamAU-CH-DENoosAssistant@bestseller.com;noosassistent@bestseller.com"
"BSR Office Sweden"#"BSROfficeSweden@mybestseller.mail.onmicrosoft.com;BSROfficeSweden@bestseller.com"
"CA-integrations"#"CA-integrations@mybestseller.mail.onmicrosoft.com;CA-integrations@bestseller.com;CAintegrations@bestseller.com;CAintegrations@mybestseller.mail.onmicrosoft.com"
"Digital Sales Group"#"DigitalSalesGroup@mybestseller.mail.onmicrosoft.com;DigitalSalesGroup@bestseller.com"
"Star Products Management"#"StarProductsManagement@mybestseller.mail.onmicrosoft.com;StarProductsManagement@bestseller.com"
"OS_SWITZERLAND"#"OS_SWITZERLAND@mybestseller.mail.onmicrosoft.com;OS_SWITZERLAND@bestseller.com"
"VMR DE Mönstermann"#"VMRDEMoenstermann@mybestseller.mail.onmicrosoft.com;VMRDEMoenstermann@bestseller.com;VMRDEMonstermann@bestseller.com;VMRDEMonstermann@mybestseller.mail.onmicrosoft.com"
"VMR Area Managers - Finland"#"VMRAreaManagers-Finland@mybestseller.mail.onmicrosoft.com;VMRAreaManagers-Finland@bestseller.com"
"BSE-Business Analytics"#"BSE-BusinessAnalytics@mybestseller.mail.onmicrosoft.com;BSE-BusinessAnalytics@bestseller.com"
"BSECyberWeek"#"BSECyberWeek@mybestseller.mail.onmicrosoft.com;BSECyberWeek@bestseller.com"
"NAME IT lmtd"#"NAMEITlmtd@mybestseller.mail.onmicrosoft.com;NAMEITlmtd@bestseller.com;NIlimiteddesign@bestseller.com;NIlimiteddesign@mybestseller.mail.onmicrosoft.com"
"kvkk_1"#"kvkk_1@mybestseller.mail.onmicrosoft.com;kvkk_1@bestseller.com"
"UY-Wholesale"#"UYWholesale@mybestseller.mail.onmicrosoft.com;UYWholesale@bestseller.com"
"people_nameit"#"people_nameit@mybestseller.mail.onmicrosoft.com;people_nameit@bestseller.com"
"Pieces Spain"#"PiecesSpain@mybestseller.mail.onmicrosoft.com;PiecesSpain@bestseller.com"
"FWH Vienna"#"FWHVienna@mybestseller.mail.onmicrosoft.com;FWHVienna@bestseller.com"
"JJ Customers"#"BScze1003582@bestseller.com;JJ@bestseller.com"
"VeroModa_ME"#"VeroModa_ME@mybestseller.mail.onmicrosoft.com;VeroModa_ME@bestseller.com"
"VMR NO Jensen"#"VMRNOJensen@mybestseller.mail.onmicrosoft.com;VMRNOJensen@bestseller.com"
"VMamazonomni"#"VMamazonomni@mybestseller.mail.onmicrosoft.com;VMamazonomni@bestseller.com"
"JJ Own Stores Switzerland Area Merchandiser"#"JJOwnStoresSwitzerlandAreaMerchandiser@mybestseller.mail.onmicrosoft.com;JJOwnStoresSwitzerlandAreaMerchandiser@bestseller.com"
"BESTBI_SN_DENMARK"#"BESTBI_SN_DENMARK@mybestseller.mail.onmicrosoft.com;BESTBI_SN_DENMARK@bestseller.com"
"office.poland"#"office.poland@mybestseller.mail.onmicrosoft.com;office.poland@bestseller.com"
"OS_NEWOPENINGS_ON_AU"#"OS_NEWOPENINGS_ON_AU@mybestseller.mail.onmicrosoft.com;OS_NEWOPENINGS_ON_AU@bestseller.com"
"BS TDC Info"#"bs-tdc-info@mybestseller.mail.onmicrosoft.com;bs-tdc-info@bestseller.com"
"ONLY BI/BD"#"OnlyBiBd@mybestseller.mail.onmicrosoft.com;OnlyBiBd@bestseller.com"
"VMR SE Schrewelius"#"VMRSESchrewelius@mybestseller.mail.onmicrosoft.com;VMRSESchrewelius@bestseller.com"
"ASOS PO MDA Pieces"#"asos.po.mda.pieces@mybestseller.mail.onmicrosoft.com;asos.po.mda.pieces@bestseller.com"
"UY-Producto"#"UYProducto@mybestseller.mail.onmicrosoft.com;UYProducto@bestseller.com"
"vilamarketingallcountries"#"vilamarketingallcountries@mybestseller.mail.onmicrosoft.com;vilamarketingallcountries@bestseller.com"
"Agile"#"Agile@mybestseller.mail.onmicrosoft.com;Agile@bestseller.com"
"Vero Moda Contact Canada"#"VeroModaContactCanada@mybestseller.mail.onmicrosoft.com;VeroModaContactCanada@bestseller.com;contactca@veromoda.com"
"VMR NL BRE"#"VMRNLBRE@mybestseller.mail.onmicrosoft.com;VMRNLBRE@bestseller.com"
"Piccoline ONLY"#"piccolineONLY@mybestseller.mail.onmicrosoft.com;piccolineONLY@bestseller.com"
"ONamazonomni"#"ONamazonomni@mybestseller.mail.onmicrosoft.com;ONamazonomni@bestseller.com"
"BS Projects India"#"bsprojectsindia@mybestseller.mail.onmicrosoft.com;bsprojectsindia@bestseller.com"
"JJ Own Stores Switzerland Area Manager"#"JJOwnStoresSwitzerlandAreaManager@mybestseller.mail.onmicrosoft.com;JJOwnStoresSwitzerlandAreaManager@bestseller.com"
"BRNShopsNorway"#"BRNShopsNorway@mybestseller.mail.onmicrosoft.com;BRNShopsNorway@bestseller.com"
"logistic-gr@bestseller.com"#"logisticgrbestseller.com@mybestseller.mail.onmicrosoft.com;logisticgrbestseller.com@bestseller.com"
"brandambassadors"#"brandambassadors@mybestseller.mail.onmicrosoft.com;brandambassadors@bestseller.com"
"storereport_d365_P090"#"storereport_d365_P090@mybestseller.mail.onmicrosoft.com;storereport_d365_P090@bestseller.com"
"VILA Shops Denmark"#"VilaShopsDenmark@mybestseller.mail.onmicrosoft.com;VilaShopsDenmark@bestseller.com"
"Personale Forening DK"#"PersonaleForeningDK@mybestseller.mail.onmicrosoft.com;PersonaleForeningDK@bestseller.com"
"OS_NEWOPENINGS_ON_CH"#"OS_NEWOPENINGS_ON_CH@mybestseller.mail.onmicrosoft.com;OS_NEWOPENINGS_ON_CH@bestseller.com"
"storereport_d365_P095"#"storereport_d365_P095@mybestseller.mail.onmicrosoft.com;storereport_d365_P095@bestseller.com"
"WebsellerAdministrator_Junarose"#"WebsellerAdministrator_Junarose@mybestseller.mail.onmicrosoft.com;WebsellerAdministrator_Junarose@bestseller.com"
"VMR SE Raaegaard"#"VMRSERaaegaard@mybestseller.mail.onmicrosoft.com;VMRSERaaegaard@bestseller.com"
"Canada JJ Product"#"jjproductcan@mybestseller.mail.onmicrosoft.com;jjproductcan@bestseller.com"
"Post Hamburg"#"PostHamburg@mybestseller.mail.onmicrosoft.com;PostHamburg@bestseller.com"
"CROS-LOCapprovers"#"CROS-LOCapprovers@mybestseller.mail.onmicrosoft.com;CROS-LOCapprovers@bestseller.com"
"VMR NO Hauge"#"VMRNOHauge@mybestseller.mail.onmicrosoft.com;VMRNOHauge@bestseller.com"
"UY-Marketing"#"UYMarketing@mybestseller.mail.onmicrosoft.com;UYMarketing@bestseller.com"
"BSStudioIstanbulFinance"#"BSStudioIstanbulFinance@mybestseller.mail.onmicrosoft.com;BSStudioIstanbulFinance@bestseller.com"
"ONLY_SONS_NL"#"ONLY_SONS_NL@mybestseller.mail.onmicrosoft.com;ONLY_SONS_NL@bestseller.com"
"Vero Moda Contact United Kingdom"#"VeroModaContactUnitedKingdom@mybestseller.mail.onmicrosoft.com;VeroModaContactUnitedKingdom@bestseller.com;contactuk@veromoda.com"
"VMR LT Halle"#"VMRLTHalle@mybestseller.mail.onmicrosoft.com;VMRLTHalle@bestseller.com"
"jjajio"#"jjajio@mybestseller.mail.onmicrosoft.com;jjajio@bestseller.com"
"JACK&JONES Retail Own Stores BUYING"#"JACKJONESRetailOwnStoresBUYING@mybestseller.mail.onmicrosoft.com;JACKJONESRetailOwnStoresBUYING@bestseller.com"
"EComStudios"#"EComStudios@mybestseller.mail.onmicrosoft.com;EComStudios@bestseller.com"
"BSE - Digital Media and CRM"#"BSEDigitalMediaandCRM@mybestseller.mail.onmicrosoft.com;BSEDigitalMediaandCRM@bestseller.com"
"Retail ONLY Shops Denmark"#"RetailONLYShopsDenmark@mybestseller.mail.onmicrosoft.com;RetailONLYShopsDenmark@bestseller.com"
"BSR Office UK"#"BSROfficeUK@mybestseller.mail.onmicrosoft.com;BSROfficeUK@bestseller.com"
